Name,Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
GATOSS (Global Air Traffic Awareness and Optimizing through Spaceborne Surveillance),Denmark,GomSpace ApS,Commercial,Technology Development,LEO,Sun-Synchronous,593,819,0.01597,98.9,3,NaN,NaN,41599,NaN,GomSpace/University of Aalborg,Denmark,Dombarovsky Launch Facility,Dnepr,ZARYA,NaN,1.705186679
Genesis-1,USA,Bigelow Aerospace,Commercial,Technology Development,LEO,NaN,522,569,0.0034,95.6,1360,NaN,NaN,38910,5,Bigelow Aerospace,USA,Dombarovsky Launch Facility,Dnepr,www.satellitedebris.net 12/12,NaN,1.125737368
Genesis-2,USA,Bigelow Aerospace,Commercial,Technology Development,LEO,NaN,508,586,0.00564,95.6,1360,NaN,NaN,39261,5,Bigelow Aerospace,USA,Yasny Cosmodrome,Dnepr,www.satellitedebris.net 12/12,NaN,1.125737368
GeoEye-1 (Orbview 5),USA,GeoEye,Commercial/Government,Remote Sensing,LEO,Sun-Synchronous,671,686,0.00106,98.3,1955,NaN,NaN,39697,7,General Dynamics,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.712167996
Geotail (Geomagnetic Tail Laboratory),Multinational,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,3905,104552,0.83044,2474.83,980,NaN,273,33809,NaN,NASA/Goddard Space Flight Center,USA,Cape Canaveral,Delta 2,JMSatcat304,NaN,0.389208423
"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",USA/Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Science,LEO,Sun-Synchronous,701,704,0.00021,98.8,1900,NaN,4.05,41046,5,Japan Aerospace Exploration Agency (JAXA),Japan,Tanegashima Space Center,H-II2,www.satellitedebris.net 12/12,NaN,1.713913325
Globalstar M004 (Globalstar 4),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1407,1412,0.00032,114,450,350,1500,35840,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M006 (Globalstar 6),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,450,350,1500,35909,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M023 (Globalstar 9),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1406,1422,0.00103,114.1,450,350,1500,36200,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M025 (Globalstar 21),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,36321,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M027 (Globalstar 34),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,36389,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M028 (Globalstar 30),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1416,0.00026,114.1,450,350,1500,36366,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M029 (Globalstar 47),USA,Globalstar,Commercial,Communications,LEO,Intermediate,900,1413,0.03408,114.1,450,350,1500,36486,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M031 (Globalstar 44),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1477,1478,6.00E-005,114.1,450,350,1500,36451,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M037 (Globalstar 16),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1411,1417,0.00039,114.1,450,350,1500,36234,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M039 (Globalstar 45),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1411,1416,0.00032,114.1,450,350,1500,36486,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M040 (Globalstar 10),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1415,1416,6.00E-005,114.1,450,350,1500,36200,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M047 (Globalstar 23),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,36321,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M056 (Globalstar 43),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,450,350,1500,36451,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M059 (Globalstar 42),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,450,350,1500,36451,10,Space Systems/Loral,USA,Baikonur Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M063 (Globalstar 49),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,450,350,1500,36564,10,Space Systems/Loral,USA,Cape Canaveral,Delta 7420,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M065 (Globalstar 65),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1411,1416,0.00032,114.1,450,350,1500,39231,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M066 (Globalstar 66),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,39375,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M067 (Globalstar 67),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,450,350,1500,39375,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M068 (Globalstar 68),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1411,1414,0.00019,114,450,350,1500,39375,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M069 (Globalstar 69),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1411,1416,0.00032,114.1,450,350,1500,39231,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M070 (Globalstar 70),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,39375,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M071 (Globalstar 71),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,450,350,1500,39231,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
Globalstar M072 (Globalstar 72),USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1416,0.00026,114.1,450,350,1500,39231,10,Space Systems/Loral/Alenia Aerospazio,USA/Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M073 (Globalstar 73, Globalstar 2-6)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M074 (Globalstar 74, Globalstar 2-2)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M075 (Globalstar 75, Globalstar 2-5)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M076 (Globalstar 76, Globalstar 2-3)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M077 (Globalstar 77, Globalstar 2-4)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M078 (Globalstar 95, Globalstar 2-23)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.08,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907396678
"Globalstar M079 (Globalstar 79, Globalstar 2-1)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40470,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz-Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M080 (Globalstar 80, Globalstar 2-14)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M081 (Globalstar 81, Globalstar 2-11)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M082 (Globalstar 82, Globalstar 2-15)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M083 (Globalstar 83, Globalstar 2-7)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M084 (Globalstar 84, Globalstar 2-13)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M085 (Globalstar 85, Globalstar 2-10)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M086 (Globalstar 86, Globalstar 2-18)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M088 (Globalstar 88, Globalstar 2-8)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1412,1415,0.00019,114.1,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M089 (Globalstar 89, Globalstar 2-12)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1459,1739,0.01757,118.2,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,1.291543646
"Globalstar M090 (Globalstar 90, Globalstar 2-17)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M091 (Globalstar 91, Globalstar 2-9)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1415,0.00013,114.1,700,NaN,1700,40737,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M092 (Globalstar 92, Globalstar 2-16)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1413,1414,6.00E-005,114.1,700,NaN,1700,40905,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,www.satellitedebris.net 12/12,NaN,0.907571211
"Globalstar M093 (Globalstar 87, Globalstar 2-20)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1360,1400,0.00258,113.35,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907222145
"Globalstar M094 (Globalstar 93, Globalstar 2-21)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,915,927,0.00082,103.44,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907745744
"Globalstar M095 (Globalstar 96, Globalstar 2-24)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1409,1418,0.00058,114.08,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907222145
"Globalstar M096 (Globalstar 94, Globalstar 2-22)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,918,928,0.00069,103.48,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907745744
"Globalstar M097 (Globalstar 78, Globalstar 2-19)",USA,Globalstar,Commercial,Communications,LEO,Intermediate,1370,1391,0.00135,113.96,700,NaN,1700,41311,15,Thales Alenia Space,Italy,Baikonur Cosmodrome,Soyuz 2-1A/Fregat,SC - ASCR,NaN,0.907745744
"Glonass 701 (Glonass-K, Cosmos 2471)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19116,19146,0.00059,675.78,935,NaN,1700,40600,10,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,NaN,1.130449757
"Glonass 712 (Glonass M, Cosmos 2413)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19134,19141,0.00014,676.1,1480,NaN,1600,38347,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,GS,NaN,1.130973355
Glonass 714 (Cosmos 2419),Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19118,19125,0.00014,675.39,1480,NaN,1600,38711,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,NaN,1.130973355
"Glonass 715 (Glonass 35-1, Cosmos 2424)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19130,19130,0,675.75,1480,NaN,1600,39076,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,NaN,1.130973355
"Glonass 716 (Glonass 35-2, Cosmos 2425)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19130,19130,0,675.75,1480,NaN,1600,39076,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,NaN,1.130973355
"Glonass 717 (Glonass 35-3, Cosmos 2426)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19130,19130,0,675.75,1480,NaN,1600,39076,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,SC - ASCR,NaN,1.130973355
"Glonass 719 (Glonass 36-2, Cosmos 2432)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19094,19171,0.00151,675.83,1480,NaN,1600,39381,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,NaN,NaN,1.132718685
"Glonass 720 (Glonass 36-3, Cosmos 2433)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19124,19133,0.00018,675.67,1480,NaN,1600,39381,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton K,NaN,NaN,1.132718685
"Glonass 721 (Glonass 37-1, Cosmos 2434)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19142,19378,0.0046,680.91,1480,NaN,1600,39441,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,NaN,NaN,1.128529894
"Glonass 722 (Glonass 37-2, Cosmos 2435)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,18981,19126,0.00285,672.7,1480,NaN,1600,39441,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,NaN,NaN,1.128355361
"Glonass 723 (Glonass 37-3, Cosmos 2436)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19147,19365,0.00425,680.75,1480,NaN,1600,39441,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,NaN,NaN,1.128704427
"Glonass 724 (Glonass 38-1, Cosmos 2442)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19092,19141,0.00096,675.2,1480,NaN,1600,39716,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130798822
"Glonass 725 (Glonass 38-2, Cosmos 2443)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19134,19145,0.00022,676.1,1480,NaN,1600,39716,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130798822
"Glonass 726 (Glonass 38-3, Cosmos 2444)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19136,19141,1.00E-004,676.07,1480,NaN,1600,39716,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.131322421
"Glonass 727 (Glonass 39-1, Cosmos 2447)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19112,19142,0.00059,675.62,1415,NaN,1000,39807,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR 1/09,NaN,1.131496954
"Glonass 729 (Glonass 39-3, Cosmos 2449)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,18922,19135,0.00419,671.71,1415,NaN,1000,39807,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR 1/09,NaN,1.130798822
"Glonass 730 (Glonass 41-1, Cosmos 2456)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19132,19419,0.0056,681.53,1415,NaN,1000,40161,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.131147888
"Glonass 731 (Glonass 42-1, Cosmos 2459)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19119,19146,0.00053,675.85,1415,NaN,1000,40238,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130275224
"Glonass 732 (Glonass 42-3, Cosmos 2460)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19131,19133,4.00E-005,675.81,1415,NaN,1000,40238,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130449757
"Glonass 733 (Glonass 41-2, Cosmos 2457)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,18864,19130,0.00524,670.47,1415,NaN,1000,40161,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130624289
"Glonass 734 (Glonass 41-3, Cosmos 2458)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19098,19129,0.00061,675.08,1415,NaN,1000,40161,7,NPO-PM,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130973355
"Glonass 735 (Glonass 42-2, Cosmos 2461)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19128,19135,0.00014,675.81,1415,NaN,1000,40238,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130449757
"Glonass 736 (Glonass 43-1, Cosmos 2464)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,18909,19123,0.00421,671.2,1415,NaN,1000,40423,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.131322421
"Glonass 737 (Glonass 43-2, Cosmos 2465)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19116,19380,0.00515,680.43,1415,NaN,1000,40423,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.131671487
"Glonass 738 (Glonass 43-3, Cosmos 2466)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19079,19175,0.00188,675.61,1415,NaN,1000,40423,7,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.131671487
"Glonass 742 (Glonass-M, Cosmos 2474)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19126,19158,0.00063,676.2,1415,NaN,1000,40818,10,OAO-ISS,Russia,Plesetsk Cosmodrome,Soyuz 2,SC - ASCR,NaN,1.131322421
"Glonass 743 (Glonass 44-2, Cosmos 2476)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19142,19204,0.00121,677.46,1415,NaN,1000,40851,10,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130973355
"Glonass 744 (Glonass 44-3, Cosmos 2477)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19150,19199,0.00096,677.5,1415,NaN,1000,40851,10,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130973355
"Glonass 745 (Glonass 44-1, Cosmos 2475)",Russia,Ministry of Defense,Military/Commercial,Navigation/Global Positioning,MEO,NaN,19139,19212,0.00143,677.54,1415,NaN,1000,40851,10,OAO-ISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,NaN,1.130624289
